log_id,maintenance_date,work_description,cost,drone_id
10295,2024-12-06,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,758.91,447
10296,2025-10-09,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,518.85,435
10297,2025-06-04,Installed new vibration dampening mounts on the camera gimbal payload.,935.38,557
10298,2026-03-10,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,957.43,170
10299,2026-03-01,Replaced main battery connector due to pin corrosion and tested power draw under load.,976.57,406
10300,2026-04-06,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,486.02,111
10301,2026-01-21,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,832.4,522
10302,2025-01-31,Thermal camera sensor recalibration and firmware patch application.,604.74,397
10303,2024-11-19,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,356.44,204
10304,2025-03-12,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,173.31,427
10305,2024-08-29,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,472.14,133
10306,2026-03-08,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,165.48,511
10307,2024-06-11,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,938.79,543
10308,2023-08-19,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,233.01,289
10309,2024-05-09,Replaced main battery connector due to pin corrosion and tested power draw under load.,589.82,252
10310,2025-08-28,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,612.7,147
10311,2026-04-04,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,563.87,426
10312,2023-12-10,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,535.04,432
10313,2025-01-16,Thermal camera sensor recalibration and firmware patch application.,884.47,187
10314,2025-07-24,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,973.19,233
10315,2025-02-16,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,736.58,575
10316,2023-06-07,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,137.54,141
10317,2025-08-24,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,711.72,290
10318,2026-01-14,Installed new vibration dampening mounts on the camera gimbal payload.,528.69,538
10319,2025-08-19,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,713.14,306
10320,2025-12-18,Thermal camera sensor recalibration and firmware patch application.,123.63,160
10321,2024-06-14,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,554.16,320
10322,2026-03-25,Thermal camera sensor recalibration and firmware patch application.,524.41,164
10323,2024-05-10,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,184.48,432
10324,2024-07-04,Installed new vibration dampening mounts on the camera gimbal payload.,316.09,113
10325,2026-01-08,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,575.79,481
10326,2025-09-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,993.83,122
10327,2026-03-16,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,300.8,268
10328,2026-01-19,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,639.85,564
10329,2023-09-02,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,706.13,467
10330,2025-01-25,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,904.7,140
10331,2025-08-04,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,123.04,422
10332,2025-10-17,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,539.0,281
10333,2025-12-09,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,209.25,131
10334,2024-12-25,Replaced main battery connector due to pin corrosion and tested power draw under load.,674.15,286
10335,2025-02-23,Installed new vibration dampening mounts on the camera gimbal payload.,350.95,567
10336,2025-03-17,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,624.72,287
10337,2025-11-04,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,331.95,127
10338,2025-11-03,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,897.1,518
10339,2025-11-04,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,208.87,414
10340,2026-03-22,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,848.34,333
10341,2025-05-22,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,772.16,250
10342,2026-03-24,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,701.51,344
10343,2024-07-20,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,722.89,367
10344,2026-02-12,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,173.18,188
10345,2024-09-21,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,348.63,432
10346,2025-10-02,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,965.69,136
10347,2026-01-25,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,940.28,333
10348,2025-07-04,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,276.17,421
10349,2025-03-19,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,857.65,326
10350,2026-01-15,Thermal camera sensor recalibration and firmware patch application.,867.66,117
10351,2025-02-23,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,924.53,423
10352,2024-02-15,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,168.81,553
10353,2025-12-09,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,383.84,193
10354,2025-06-03,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,395.85,460
10355,2025-05-11,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,452.65,500
10356,2025-07-31,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,517.42,551
10357,2025-10-15,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,132.56,500
10358,2025-05-02,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,590.51,239
10359,2026-01-20,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,144.83,211
10360,2024-08-16,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,341.55,376
10361,2025-10-06,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,417.0,362
10362,2024-12-21,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,625.51,467
10363,2025-01-13,Replaced main battery connector due to pin corrosion and tested power draw under load.,765.98,3
10364,2026-03-13,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,125.87,558
10365,2025-05-17,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,262.79,133
10366,2025-07-30,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,844.39,105
10367,2023-12-26,Installed new vibration dampening mounts on the camera gimbal payload.,398.82,434
10368,2026-03-04,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,923.1,510
10369,2025-08-19,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,247.25,500
10370,2023-06-29,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,178.29,494
10371,2026-02-22,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,423.22,431
10372,2025-10-27,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,968.44,10
10373,2026-01-08,Replaced main battery connector due to pin corrosion and tested power draw under load.,851.93,370
10374,2026-03-05,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,805.48,161
10375,2024-02-11,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,852.27,572
10376,2026-01-06,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,962.38,323
10377,2024-04-29,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,414.11,399
10378,2026-01-14,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,995.36,315
10379,2024-10-27,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,235.6,300
10380,2024-05-11,Replaced main battery connector due to pin corrosion and tested power draw under load.,160.86,513
10381,2026-02-23,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,981.97,330
10382,2024-01-29,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,192.12,114
10383,2026-02-13,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,284.04,533
10384,2025-11-01,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,291.8,372
